date,model,rebalance_number,decision_date,effective_start_date,segment_end_date,rebalance_flag,gross_portfolio_return,transaction_cost,net_portfolio_return,cash_weight_start,risky_weight_sum_start,turnover,portfolio_scaler,ex_ante_portfolio_vol,target_portfolio_vol,equity_curve,running_peak,drawdown,portfolio_log_return,realized_vol_21d
2025-02-03,CAUSAL_XGBOOST,13,2025-01-02,2025-01-03,2025-02-04,0,-0.0010571951745028073,0.0,-0.0010571951745028073,0.1677492654883874,0.8322507345116126,0.0,1.0,0.05469885496823673,0.1,1.1024070464181577,1.1083758237891377,-0.005385156589373219,-0.0010577543994960226,0.059688732261498
2025-02-04,CAUSAL_XGBOOST,13,2025-01-02,2025-01-03,2025-02-04,0,0.005185794665794107,0.0,0.005185794665794107,0.1679267968877268,0.8320732031122731,0.0,1.0,0.05469885496823673,0.1,1.1081239029990066,1.1083758237891377,-0.0002272882398948184,0.00517239473885134,0.06136396810768311
2025-02-05,CAUSAL_XGBOOST,14,2025-02-04,2025-02-05,2025-03-06,1,0.004891563754434971,0.00011928851295936487,0.004772275241475606,0.13972410153170034,0.8602758984682997,0.11928851295936486,1.0,0.060021322868250675,0.1,1.1134121752657762,1.1134121752657762,0.0,0.004760924035711817,0.06222331253366999
2025-02-06,CAUSAL_XGBOOST,14,2025-02-04,2025-02-05,2025-03-06,0,-0.0006928979706265674,0.0,-0.0006928979706265674,0.13904395914089362,0.8609560408591066,0.0,1.0,0.060021322868250675,0.1,1.1126406942290636,1.1134121752657762,-0.0006928979706265492,-0.0006931381353716011,0.06259725955291767
2025-02-07,CAUSAL_XGBOOST,14,2025-02-04,2025-02-05,2025-03-06,0,-0.00400664250433453,0.0,-0.00400664250433453,0.13914036922035863,0.8608596307796414,0.0,1.0,0.060021322868250675,0.1,1.1081827407315132,1.1134121752657762,-0.004696764280500809,-0.004014690600836671,0.0635077976732243
2025-02-10,CAUSAL_XGBOOST,14,2025-02-04,2025-02-05,2025-03-06,0,0.004668018496277837,0.0,0.004668018496277837,0.13970009756913884,0.8602999024308613,0.0,1.0,0.060021322868250675,0.1,1.1133557582625038,1.1134121752657762,-5.067036675698855e-05,0.004657157085664855,0.06464512405729857
2025-02-11,CAUSAL_XGBOOST,14,2025-02-04,2025-02-05,2025-03-06,0,-0.0003301644815495396,0.0,-0.0003301644815495396,0.13905100490631014,0.8609489950936899,0.0,1.0,0.060021322868250675,0.1,1.112988167735797,1.1134121752657762,-0.00038081811875112503,-0.0003302189978418705,0.059732008627717104
2025-02-12,CAUSAL_XGBOOST,14,2025-02-04,2025-02-05,2025-03-06,0,-0.0033604167430922307,0.0,-0.0033604167430922307,0.13909692977201346,0.8609030702279865,0.0,1.0,0.060021322868250675,0.1,1.109248063662074,1.1134121752657762,-0.0037399551542609544,-0.0033660756244588263,0.062094788232646254
2025-02-13,CAUSAL_XGBOOST,14,2025-02-04,2025-02-05,2025-03-06,0,0.007087670728189652,0.0,0.007087670728189652,0.1395659294581298,0.8604340705418702,0.0,1.0,0.060021322868250675,0.1,1.1171100486931929,1.1171100486931929,0.0,0.007062671245906273,0.06512459152104731
2025-02-14,CAUSAL_XGBOOST,14,2025-02-04,2025-02-05,2025-03-06,0,0.0002937588330013302,0.0,0.0002937588330013302,0.1385836938676993,0.8614163061323008,0.0,1.0,0.060021322868250675,0.1,1.1174382096374311,1.1174382096374311,0.0,0.0002937156943233854,0.0551535615006228
2025-02-18,CAUSAL_XGBOOST,14,2025-02-04,2025-02-05,2025-03-06,0,0.002551808215419932,0.0,0.002551808215419932,0.13854299563897984,0.86145700436102,0.0,1.0,0.060021322868250675,0.1,1.120289697641008,1.120289697641008,0.0,0.0025485578811480034,0.05537729921681324
2025-02-19,CAUSAL_XGBOOST,14,2025-02-04,2025-02-05,2025-03-06,0,0.0010749750258716743,0.0,0.0010749750258716743,0.1381903603421669,0.8618096396578331,0.0,1.0,0.060021322868250675,0.1,1.1214939810877134,1.1214939810877134,0.0,0.0010743976539550992,0.05520296469471618
2025-02-20,CAUSAL_XGBOOST,14,2025-02-04,2025-02-05,2025-03-06,0,0.0006084200299204742,0.0,0.0006084200299204742,0.1380419686733209,0.861958031326679,0.0,1.0,0.060021322868250675,0.1,1.1221763204892425,1.1221763204892425,0.0,0.0006082350174937772,0.051266609083022156
2025-02-21,CAUSAL_XGBOOST,14,2025-02-04,2025-02-05,2025-03-06,0,-0.005584712964470245,0.0,-0.005584712964470245,0.1379580322432157,0.8620419677567842,0.0,1.0,0.060021322868250675,0.1,1.1159092878437846,1.1221763204892425,-0.005584712964470384,-0.005600365778771049,0.055773463922998305
2025-02-24,CAUSAL_XGBOOST,14,2025-02-04,2025-02-05,2025-03-06,0,-0.0005427104684607694,0.0,-0.0005427104684607694,0.13873281519483174,0.8612671848051682,0.0,1.0,0.060021322868250675,0.1,1.1153036721914191,1.1221763204892425,-0.006124392550742042,-0.0005428577890911014,0.055699432820320575
2025-02-25,CAUSAL_XGBOOST,14,2025-02-04,2025-02-05,2025-03-06,0,0.0002895551019273211,0.0,0.0002895551019273211,0.1388081478297666,0.8611918521702334,0.0,1.0,0.060021322868250675,0.1,1.1156266140599005,1.1221763204892425,-0.005836610797923969,0.0002895131889393462,0.05569313222756305
2025-02-26,CAUSAL_XGBOOST,14,2025-02-04,2025-02-05,2025-03-06,0,0.0007572565564627901,0.0,0.0007572565564627901,0.13876796685697906,0.8612320331430208,0.0,1.0,0.060021322868250675,0.1,1.1164714296279619,1.1221763204892425,-0.005083774053255219,0.0007569699823809129,0.054446341503698995
2025-02-27,CAUSAL_XGBOOST,14,2025-02-04,2025-02-05,2025-03-06,0,-0.006767715065707732,0.0,-0.006767715065707732,0.13866296341879164,0.8613370365812083,0.0,1.0,0.060021322868250675,0.1,1.1089154691132366,1.1221763204892425,-0.011817083584712007,-0.006790719901511527,0.06001107876481004
2025-02-28,CAUSAL_XGBOOST,14,2025-02-04,2025-02-05,2025-03-06,0,0.00453313020545548,0.0,0.00453313020545548,0.13960778915675798,0.8603922108432419,0.0,1.0,0.060021322868250675,0.1,1.1139423273215705,1.1221763204892425,-0.007337521757794896,0.004522886516376987,0.06146176207633671
2025-03-03,CAUSAL_XGBOOST,14,2025-02-04,2025-02-05,2025-03-06,0,-0.0037205232450755817,0.0,-0.0037205232450755817,0.13897778476276262,0.8610222152372373,0.0,1.0,0.060021322868250675,0.1,1.109797878999097,1.1221763204892425,-0.011030745582609414,-0.00372746160658734,0.06042820472460268
2025-03-04,CAUSAL_XGBOOST,14,2025-02-04,2025-02-05,2025-03-06,0,-0.0034318811178484705,0.0,-0.0034318811178484705,0.13949678579693345,0.8605032142030665,0.0,1.0,0.060021322868250675,0.1,1.1059891846135317,1.1221763204892425,-0.01442477049297708,-0.0034377835299723046,0.05967457712741172
2025-03-05,CAUSAL_XGBOOST,14,2025-02-04,2025-02-05,2025-03-06,0,0.004087355311295113,0.0,0.004087355311295113,0.1399771708063536,0.8600228291936465,0.0,1.0,0.060021322868250675,0.1,1.1105097553814967,1.1221763204892425,-0.010396374343970782,0.0040790247667898665,0.06105156182153499
2025-03-06,CAUSAL_XGBOOST,14,2025-02-04,2025-02-05,2025-03-06,0,-0.006558519172646075,0.0,-0.006558519172646075,0.13940736337921192,0.860592636620788,0.0,1.0,0.060021322868250675,0.1,1.1032264558594167,1.1221763204892425,-0.016886708696155828,-0.0065801207609378414,0.06289798888178776
2025-03-07,CAUSAL_XGBOOST,15,2025-03-06,2025-03-07,2025-04-04,1,0.002203309029737154,0.0001807204610674633,0.0020225885686696904,0.321048166392503,0.678951833607497,0.1807204610674633,1.0,0.05139042032172783,0.1,1.105457829077692,1.1221763204892425,-0.01489827499145746,0.002020545890278869,0.060851701806589525
2025-03-10,CAUSAL_XGBOOST,15,2025-03-06,2025-03-07,2025-04-04,0,-0.007404076271156451,0.0,-0.007404076271156451,0.3203423531931054,0.6796576468068948,0.0,1.0,0.05139042032172783,0.1,1.0972729349966537,1.1221763204892425,-0.022192043298268516,-0.00743162249767271,0.06563186239946742
2025-03-11,CAUSAL_XGBOOST,15,2025-03-06,2025-03-07,2025-04-04,0,-0.0019804889515103526,0.0,-0.0019804889515103526,0.3227318846824281,0.6772681153175717,0.0,1.0,0.05139042032172783,0.1,1.0950997980721016,1.1221763204892425,-0.024128581153215034,-0.0019824527129875236,0.06469480010083918
2025-03-12,CAUSAL_XGBOOST,15,2025-03-06,2025-03-07,2025-04-04,0,0.0009705183199228966,0.0,0.0009705183199228966,0.32337231998939137,0.6766276800106086,0.0,1.0,0.05139042032172783,0.1,1.0961626124882744,1.1221763204892425,-0.02318148006333509,0.0009700476715089003,0.06215535563871768
2025-03-13,CAUSAL_XGBOOST,15,2025-03-06,2025-03-07,2025-04-04,0,-0.002199944372624698,0.0,-0.002199944372624698,0.3230587855196325,0.6769412144803675,0.0,1.0,0.05139042032172783,0.1,1.0937511157174493,1.1221763204892425,-0.025330426469345246,-0.0022023678051762557,0.062337491866215775
2025-03-14,CAUSAL_XGBOOST,15,2025-03-06,2025-03-07,2025-04-04,0,0.006998803710144815,0.0,0.006998803710144815,0.3237710638495671,0.676228936150433,0.0,1.0,0.05139042032172783,0.1,1.1014060650841075,1.1221763204892425,-0.018508905441953716,0.006974425761682674,0.06714378320410887
2025-03-17,CAUSAL_XGBOOST,15,2025-03-06,2025-03-07,2025-04-04,0,0.00504720374598546,0.0,0.00504720374598546,0.3215208028616105,0.6784791971383894,0.0,1.0,0.05139042032172783,0.1,1.106965085901651,1.1221763204892425,-0.013555119912849078,0.005034509309512828,0.06464836309426525
2025-03-18,CAUSAL_XGBOOST,15,2025-03-06,2025-03-07,2025-04-04,0,-0.0010844285934275824,0.0,-0.0010844285934275824,0.3199061712357854,0.6800938287642146,0.0,1.0,0.05139042032172783,0.1,1.1057646613105734,1.1221763204892425,-0.014624848946655833,-0.0010850170115514614,0.06462911985681426
2025-03-19,CAUSAL_XGBOOST,15,2025-03-06,2025-03-07,2025-04-04,0,0.004785632542723947,0.0,0.004785632542723947,0.32025346324847626,0.6797465367515237,0.0,1.0,0.05139042032172783,0.1,1.1110564446583355,1.1221763204892425,-0.00990920555698327,0.0047742178066420265,0.06638790280748136
2025-03-20,CAUSAL_XGBOOST,15,2025-03-06,2025-03-07,2025-04-04,0,-0.0013934665020706332,0.0,-0.0013934665020706332,0.31872814745373956,0.6812718525462605,0.0,1.0,0.05139042032172783,0.1,1.1095082247207944,1.1221763204892425,-0.011288863913048175,-0.001394438279381158,0.06625053711348139
2025-03-21,CAUSAL_XGBOOST,15,2025-03-06,2025-03-07,2025-04-04,0,-0.0022839958018270423,0.0,-0.0022839958018270423,0.31917290420411654,0.6808270957958835,0.0,1.0,0.05139042032172783,0.1,1.1069741125934396,1.1221763204892425,-0.013547075997090374,-0.0022866080986464047,0.06639276144499259
2025-03-24,CAUSAL_XGBOOST,15,2025-03-06,2025-03-07,2025-04-04,0,0.00331722332016532,0.0,0.00331722332016532,0.3199035625980801,0.6800964374019199,0.0,1.0,0.05139042032172783,0.1,1.1106461929345537,1.1221763204892425,-0.01027479135334275,0.0033117334722382475,0.06518601918998555
2025-03-25,CAUSAL_XGBOOST,15,2025-03-06,2025-03-07,2025-04-04,0,0.0003780985096702776,0.0,0.0003780985096702776,0.3188458796106969,0.6811541203893032,0.0,1.0,0.05139042032172783,0.1,1.1110661266048731,1.1221763204892425,-0.009900577726970394,0.00037802704844112553,0.06520751481330199
2025-03-26,CAUSAL_XGBOOST,15,2025-03-06,2025-03-07,2025-04-04,0,-0.004057464717799246,0.0,-0.004057464717799246,0.31872537002329693,0.6812746299767031,0.0,1.0,0.05139042032172783,0.1,1.106558014997032,1.1221763204892425,-0.013917871199956688,-0.004065718561786627,0.06654297169064606
2025-03-27,CAUSAL_XGBOOST,15,2025-03-06,2025-03-07,2025-04-04,0,-0.00029990113293588234,0.0,-0.00029990113293588234,0.32002385552594753,0.6799761444740525,0.0,1.0,0.05139042032172783,0.1,1.1062261569946752,1.1221763204892425,-0.014213598347551537,-0.00029994611227377816,0.06641429684601123
2025-03-28,CAUSAL_XGBOOST,15,2025-03-06,2025-03-07,2025-04-04,0,-0.0035230931298509383,0.0,-0.0035230931298509383,0.3201198598345872,0.6798801401654129,0.0,1.0,0.05139042032172783,0.1,1.102328819220906,1.1221763204892425,-0.017686615646713588,-0.0035293138375043368,0.06337560946876775
2025-03-31,CAUSAL_XGBOOST,15,2025-03-06,2025-03-07,2025-04-04,0,0.0030845841078473804,0.0,0.0030845841078473804,0.3212516593485914,0.6787483406514085,0.0,1.0,0.05139042032172783,0.1,1.1057290451782968,1.1221763204892425,-0.014656587392411824,0.003079836538633812,0.06218252338433176
2025-04-01,CAUSAL_XGBOOST,15,2025-03-06,2025-03-07,2025-04-04,0,0.0009046518572255056,0.0,0.0009046518572255056,0.3202637787862283,0.6797362212137716,0.0,1.0,0.05139042032172783,0.1,1.1067293450126057,1.1221763204892425,-0.013765194644191348,0.000904242906354307,0.06107507883018251
2025-04-02,CAUSAL_XGBOOST,15,2025-03-06,2025-03-07,2025-04-04,0,0.0026948078183566372,0.0,0.0026948078183566372,0.31997431342932,0.68002568657068,0.0,1.0,0.05139042032172783,0.1,1.1097117679043504,1.1221763204892425,-0.011107481379982964,0.0026911833338336744,0.06058328337713915
2025-04-03,CAUSAL_XGBOOST,15,2025-03-06,2025-03-07,2025-04-04,0,-0.01667911925630105,0.0,-0.01667911925630105,0.31911436155285744,0.6808856384471424,0.0,1.0,0.05139042032172783,0.1,1.0912027529873531,1.1221763204892425,-0.027601337629710176,-0.016819782047041577,0.08274966072074698
