ticker,n_obs,mean,std_ddof1,skewness,excess_kurtosis,tail_count_abs_gt_3sigma,tail_rate_abs_gt_3sigma
SPY,2496,0.0005377098581552333,0.01138971809101311,-0.6027765179127593,15.136158562265742,34,0.013621794871794872
TLT,2496,-2.5494045301713427e-05,0.009448884863137707,0.018099117511172488,4.955204595658399,20,0.008012820512820512
GLD,2496,0.0005534750163866291,0.009309005559736367,-0.28342339409162004,3.636409730443889,33,0.013221153846153846
