ticker,model_variant,feature,dag_prefix,gain,gain_share,rank_within_ticker,model_path
TLT,CAUSAL_CONSTRAINED,VOL__QQQ__rvol__21d,VOL,0.01306862011551857,0.015374077848452655,16,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__LQD__ewma_vol__span63,VOL,0.012582438997924328,0.014802128684403901,17,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__SPY__rvol__10d,VOL,0.012111389078199863,0.014247980038844015,18,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__TLT__ewma_vol__span63,VOL,0.011119471862912178,0.013081077003002872,19,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__XLV__rvol__63d,VOL,0.010461706668138504,0.01230727431985312,20,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__GLD__rvol__10d,VOL,0.010392552241683006,0.012225920242185087,21,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__EFA__rvol__63d,VOL,0.010373634286224842,0.01220366493769414,22,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,REGIME__vix_high,REGIME,0.009938016533851624,0.01169119910901793,23,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__XLV__rvol__21d,VOL,0.008547555655241013,0.010055444637311858,24,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__EFA__rvol__21d,VOL,0.00839151255786419,0.00987187370896754,25,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__XLE__ewma_vol__span63,VOL,0.008261273615062237,0.009718659090450953,26,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__HYG__rvol__63d,VOL,0.007981165312230587,0.009389136400552115,27,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__SPY__rvol__63d,VOL,0.007141570094972849,0.008401426748177942,28,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__GLD__ewma_vol__span63,VOL,0.006741783581674099,0.007931113209037123,29,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__SPY__rvol__21d,VOL,0.00648037064820528,0.007623583970738307,30,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__XLF__rvol__63d,VOL,0.006437789183109999,0.007573490636209542,31,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__DBC__rvol__63d,VOL,0.006161483470350504,0.007248441357832219,32,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__HYG__rvol__21d,VOL,0.0061593009158968925,0.007245873775196738,33,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__QQQ__rvol__10d,VOL,0.00614513223990798,0.007229205578727826,34,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__XLK__rvol__63d,VOL,0.0059531996957957745,0.007003413884673711,35,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__DBC__rvol__10d,VOL,0.005820035468786955,0.006846757927536236,36,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__QQQ__rvol__63d,VOL,0.005771226715296507,0.00678933873796495,37,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__IWM__ewma_vol__span63,VOL,0.005728304851800203,0.006738844954768265,38,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__GLD__rvol__21d,VOL,0.005685466341674328,0.006688449229453328,39,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__XLF__ewma_vol__span63,VOL,0.0053949058055877686,0.0063466304098689745,40,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__DBC__ewma_vol__span63,VOL,0.005367320496588945,0.006314178729104459,41,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__XLE__rvol__63d,VOL,0.005268838722258806,0.006198323615724325,42,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__EEM__rvol__21d,VOL,0.005204999353736639,0.006123222234493541,43,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__HYG__rvol__10d,VOL,0.005149772856384516,0.006058253135837082,44,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__XLF__rvol__10d,VOL,0.004583178553730249,0.005391704958562225,45,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__DBC__rvol__21d,VOL,0.00438977126032114,0.005164178352153391,46,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__EFA__ewma_vol__span63,VOL,0.004311717115342617,0.005072354541323565,47,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__XLE__rvol__21d,VOL,0.004083890002220869,0.004804336055656305,48,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__XLE__rvol__10d,VOL,0.003913849592208862,0.004604298524700523,49,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__EEM__ewma_vol__span63,VOL,0.0038256999105215073,0.004500598206181934,50,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__XLF__rvol__21d,VOL,0.003790265182033181,0.0044589123763465865,51,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__SPY__ewma_vol__span21,VOL,0.0034884661436080933,0.004103872450912856,52,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__TLT__rvol__10d,VOL,0.0033653690479695797,0.003959059585091036,53,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__XLV__ewma_vol__span63,VOL,0.0032124482095241547,0.003779161718741791,54,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__DBC__ewma_vol__span21,VOL,0.0032049077562987804,0.003770291041204699,55,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__SPY__ewma_vol__span63,VOL,0.003032435430213809,0.0035673925756822857,56,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__QQQ__ewma_vol__span63,VOL,0.0029479642398655415,0.0034680196774813806,57,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__XLK__rvol__21d,VOL,0.002766526537016034,0.0032545742376724465,58,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__IWM__rvol__21d,VOL,0.0020184870809316635,0.0023745718556383313,59,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__EFA__rvol__10d,VOL,0.001965479226782918,0.0023122127948454847,60,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__XLE__ewma_vol__span21,VOL,0.0019588652066886425,0.002304431984100219,61,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__GLD__ewma_vol__span21,VOL,0.0018955700797960162,0.0022299708551001196,62,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
