effective_start_date,effective_end_date,effective_row_count,effective_feature_count_ex_sentiment,effective_target_count,effective_features_mean_non_null_fraction,effective_targets_mean_non_null_fraction
2016-01-04,2025-12-31,2496,151,14,1.0,1.0
