model,rebalance_number,decision_date,effective_start_date,segment_end_date,ticker,forecast_vol,pre_trade_weight,raw_weight,capped_weight,final_weight,cash_weight,risky_weight_sum,portfolio_scaler,ex_ante_vol_before_scale,ex_ante_vol_after_scale,turnover,transaction_cost
EWMA,1,2023-12-28,2023-12-29,2024-01-30,XLK,0.143741851719731,0.0,0.049692257734263376,0.049692257734263376,0.049692257734263376,0.23209231067674674,0.7679076893232533,1.0,0.06950718430686924,0.06950718430686924,0.7679076893232533,0.0007679076893232533
EWMA,1,2023-12-28,2023-12-29,2024-01-30,XLV,0.1148439870595351,0.0,0.062196178709419826,0.062196178709419826,0.062196178709419826,0.23209231067674674,0.7679076893232533,1.0,0.06950718430686924,0.06950718430686924,0.7679076893232533,0.0007679076893232533
EWMA,2,2024-01-30,2024-01-31,2024-02-29,DBC,0.1396050010478254,0.045473997420184334,0.05116476551158914,0.05116476551158914,0.05116476551158914,0.16809175738444326,0.8319082426155567,1.0,0.06650653517528991,0.06650653517528991,0.07985151267942128,7.985151267942129e-05
EWMA,2,2024-01-30,2024-01-31,2024-02-29,EEM,0.1482809750232678,0.04613920064072498,0.0481710964048915,0.0481710964048915,0.0481710964048915,0.16809175738444326,0.8319082426155567,1.0,0.06650653517528991,0.06650653517528991,0.07985151267942128,7.985151267942129e-05
EWMA,2,2024-01-30,2024-01-31,2024-02-29,EFA,0.118130026625724,0.05703116398558203,0.06046605885807625,0.06046605885807625,0.06046605885807625,0.16809175738444326,0.8319082426155567,1.0,0.06650653517528991,0.06650653517528991,0.07985151267942128,7.985151267942129e-05
EWMA,2,2024-01-30,2024-01-31,2024-02-29,GLD,0.1170277157044523,0.05174518619888662,0.06103560254816966,0.06103560254816966,0.06103560254816966,0.16809175738444326,0.8319082426155567,1.0,0.06650653517528991,0.06650653517528991,0.07985151267942128,7.985151267942129e-05
EWMA,2,2024-01-30,2024-01-31,2024-02-29,HYG,0.0613687292614104,0.10510565155889996,0.11639245636700321,0.11639245636700321,0.11639245636700321,0.16809175738444326,0.8319082426155567,1.0,0.06650653517528991,0.06650653517528991,0.07985151267942128,7.985151267942129e-05
EWMA,2,2024-01-30,2024-01-31,2024-02-29,IWM,0.2052785332417434,0.031046801726666597,0.03479592839084376,0.03479592839084376,0.03479592839084376,0.16809175738444326,0.8319082426155567,1.0,0.06650653517528991,0.06650653517528991,0.07985151267942128,7.985151267942129e-05
EWMA,2,2024-01-30,2024-01-31,2024-02-29,LQD,0.088616552906199,0.06995570255491868,0.08060409605886935,0.08060409605886935,0.08060409605886935,0.16809175738444326,0.8319082426155567,1.0,0.06650653517528991,0.06650653517528991,0.07985151267942128,7.985151267942129e-05
EWMA,2,2024-01-30,2024-01-31,2024-02-29,QQQ,0.1414602125341107,0.05148659611725152,0.050493753790556234,0.050493753790556234,0.050493753790556234,0.16809175738444326,0.8319082426155567,1.0,0.06650653517528991,0.06650653517528991,0.07985151267942128,7.985151267942129e-05
EWMA,2,2024-01-30,2024-01-31,2024-02-29,SPY,0.1013493980498127,0.06557961354193027,0.07047754876004755,0.07047754876004755,0.07047754876004755,0.16809175738444326,0.8319082426155567,1.0,0.06650653517528991,0.06650653517528991,0.07985151267942128,7.985151267942129e-05
EWMA,2,2024-01-30,2024-01-31,2024-02-29,TLT,0.1691610835451391,0.03494564468110213,0.04222517965221674,0.04222517965221674,0.04222517965221674,0.16809175738444326,0.8319082426155567,1.0,0.06650653517528991,0.06650653517528991,0.07985151267942128,7.985151267942129e-05
EWMA,2,2024-01-30,2024-01-31,2024-02-29,XLE,0.187393651875988,0.03793236923563709,0.038116857595496836,0.038116857595496836,0.038116857595496836,0.16809175738444326,0.8319082426155567,1.0,0.06650653517528991,0.06650653517528991,0.07985151267942128,7.985151267942129e-05
EWMA,2,2024-01-30,2024-01-31,2024-02-29,XLF,0.1131287299794017,0.05721606257074201,0.06313919677307173,0.06313919677307173,0.06313919677307173,0.16809175738444326,0.8319082426155567,1.0,0.06650653517528991,0.06650653517528991,0.07985151267942128,7.985151267942129e-05
EWMA,2,2024-01-30,2024-01-31,2024-02-29,XLK,0.1618816066949073,0.05168751286866133,0.04412395755571564,0.04412395755571564,0.04412395755571564,0.16809175738444326,0.8319082426155567,1.0,0.06650653517528991,0.06650653517528991,0.07985151267942128,7.985151267942129e-05
EWMA,2,2024-01-30,2024-01-31,2024-02-29,XLV,0.1010280185959406,0.06382402211422997,0.07070174434900924,0.07070174434900924,0.07070174434900924,0.16809175738444326,0.8319082426155567,1.0,0.06650653517528991,0.06650653517528991,0.07985151267942128,7.985151267942129e-05
EWMA,3,2024-02-29,2024-03-01,2024-04-01,DBC,0.1263618320159463,0.04931026957391815,0.056527014755181335,0.056527014755181335,0.056527014755181335,0.15118951033400474,0.8488104896659953,1.0,0.06445684945589258,0.06445684945589258,0.06641236906814549,6.641236906814548e-05
EWMA,3,2024-02-29,2024-03-01,2024-04-01,EEM,0.1432835747106176,0.04936549030130508,0.04985119304346783,0.04985119304346783,0.04985119304346783,0.15118951033400474,0.8488104896659953,1.0,0.06445684945589258,0.06445684945589258,0.06641236906814549,6.641236906814548e-05
EWMA,3,2024-02-29,2024-03-01,2024-04-01,EFA,0.1113213319477513,0.06128711050778226,0.06416431619960894,0.06416431619960894,0.06416431619960894,0.15118951033400474,0.8488104896659953,1.0,0.06445684945589258,0.06445684945589258,0.06641236906814549,6.641236906814548e-05
EWMA,3,2024-02-29,2024-03-01,2024-04-01,GLD,0.1023100526779886,0.06060533881632088,0.06981578990422987,0.06981578990422987,0.06981578990422987,0.15118951033400474,0.8488104896659953,1.0,0.06445684945589258,0.06445684945589258,0.06641236906814549,6.641236906814548e-05
EWMA,3,2024-02-29,2024-03-01,2024-04-01,HYG,0.0580512016748786,0.11515490732962336,0.12304408757740122,0.12304408757740122,0.12304408757740122,0.15118951033400474,0.8488104896659953,1.0,0.06445684945589258,0.06445684945589258,0.06641236906814549,6.641236906814548e-05
EWMA,3,2024-02-29,2024-03-01,2024-04-01,IWM,0.2303761226237786,0.03546725293113741,0.03100519733341446,0.03100519733341446,0.03100519733341446,0.15118951033400474,0.8488104896659953,1.0,0.06445684945589258,0.06445684945589258,0.06641236906814549,6.641236906814548e-05
EWMA,3,2024-02-29,2024-03-01,2024-04-01,LQD,0.0825081385470232,0.07839030068473653,0.08657154637886143,0.08657154637886143,0.08657154637886143,0.15118951033400474,0.8488104896659953,1.0,0.06445684945589258,0.06445684945589258,0.06641236906814549,6.641236906814548e-05
EWMA,3,2024-02-29,2024-03-01,2024-04-01,QQQ,0.1561541047488969,0.05155604396795032,0.04574235915439553,0.04574235915439553,0.04574235915439553,0.15118951033400474,0.8488104896659953,1.0,0.06445684945589258,0.06445684945589258,0.06641236906814549,6.641236906814548e-05
EWMA,3,2024-02-29,2024-03-01,2024-04-01,SPY,0.1150693615991689,0.0721558260165342,0.06207436144243571,0.06207436144243571,0.06207436144243571,0.15118951033400474,0.8488104896659953,1.0,0.06445684945589258,0.06445684945589258,0.06641236906814549,6.641236906814548e-05
EWMA,3,2024-02-29,2024-03-01,2024-04-01,TLT,0.163870461109696,0.04122828581004533,0.04358843622265557,0.04358843622265557,0.04358843622265557,0.15118951033400474,0.8488104896659953,1.0,0.06445684945589258,0.06445684945589258,0.06641236906814549,6.641236906814548e-05
EWMA,3,2024-02-29,2024-03-01,2024-04-01,XLE,0.1753422961326849,0.03820988936102442,0.0407366465501969,0.0407366465501969,0.0407366465501969,0.15118951033400474,0.8488104896659953,1.0,0.06445684945589258,0.06445684945589258,0.06641236906814549,6.641236906814548e-05
EWMA,3,2024-02-29,2024-03-01,2024-04-01,XLF,0.1124167825226264,0.0642064498591309,0.06353906403093758,0.06353906403093758,0.06353906403093758,0.15118951033400474,0.8488104896659953,1.0,0.06445684945589258,0.06445684945589258,0.06641236906814549,6.641236906814548e-05
EWMA,3,2024-02-29,2024-03-01,2024-04-01,XLK,0.1753014712977633,0.044740030061753,0.04074613344644689,0.04074613344644689,0.04074613344644689,0.15118951033400474,0.8488104896659953,1.0,0.06445684945589258,0.06445684945589258,0.06641236906814549,6.641236906814548e-05
EWMA,3,2024-02-29,2024-03-01,2024-04-01,XLV,0.1000339304313699,0.07205078701918476,0.07140434362676201,0.07140434362676201,0.07140434362676201,0.15118951033400474,0.8488104896659953,1.0,0.06445684945589258,0.06445684945589258,0.06641236906814549,6.641236906814548e-05
EWMA,4,2024-04-01,2024-04-02,2024-04-30,DBC,0.116264809998909,0.057825865224731605,0.06143610558452012,0.06143610558452012,0.06143610558452012,0.07506146298653049,0.9249385370134695,1.0,0.06227149030972317,0.06227149030972317,0.09531812339553178,9.531812339553179e-05
EWMA,4,2024-04-01,2024-04-02,2024-04-30,EEM,0.1229348477997775,0.04999763579188269,0.058102785912181945,0.058102785912181945,0.058102785912181945,0.07506146298653049,0.9249385370134695,1.0,0.06227149030972317,0.06227149030972317,0.09531812339553178,9.531812339553179e-05
EWMA,4,2024-04-01,2024-04-02,2024-04-30,EFA,0.1004542707384596,0.06437643819684884,0.07110555967753844,0.07110555967753844,0.07110555967753844,0.07506146298653049,0.9249385370134695,1.0,0.06227149030972317,0.06227149030972317,0.09531812339553178,9.531812339553179e-05
EWMA,4,2024-04-01,2024-04-02,2024-04-30,GLD,0.1130374240247531,0.0747004063255067,0.06319019744552025,0.06319019744552025,0.06319019744552025,0.07506146298653049,0.9249385370134695,1.0,0.06227149030972317,0.06227149030972317,0.09531812339553178,9.531812339553179e-05
EWMA,4,2024-04-01,2024-04-02,2024-04-30,HYG,0.0508046923861769,0.12074000835695428,0.14059443739099567,0.14059443739099567,0.14059443739099567,0.07506146298653049,0.9249385370134695,1.0,0.06227149030972317,0.06227149030972317,0.09531812339553178,9.531812339553179e-05
EWMA,4,2024-04-01,2024-04-02,2024-04-30,IWM,0.2002427180921765,0.03097899954249336,0.03567099573413259,0.03567099573413259,0.03567099573413259,0.07506146298653049,0.9249385370134695,1.0,0.06227149030972317,0.06227149030972317,0.09531812339553178,9.531812339553179e-05
EWMA,4,2024-04-01,2024-04-02,2024-04-30,LQD,0.0749294126427558,0.08485816001260728,0.09532781441798366,0.09532781441798366,0.09532781441798366,0.07506146298653049,0.9249385370134695,1.0,0.06227149030972317,0.06227149030972317,0.09531812339553178,9.531812339553179e-05
EWMA,4,2024-04-01,2024-04-02,2024-04-30,QQQ,0.1470538831827958,0.0452475038436395,0.04857306035215807,0.04857306035215807,0.04857306035215807,0.07506146298653049,0.9249385370134695,1.0,0.06227149030972317,0.06227149030972317,0.09531812339553178,9.531812339553179e-05
EWMA,4,2024-04-01,2024-04-02,2024-04-30,SPY,0.1036831685467067,0.06237155328040724,0.06889119268803463,0.06889119268803463,0.06889119268803463,0.07506146298653049,0.9249385370134695,1.0,0.06227149030972317,0.06227149030972317,0.09531812339553178,9.531812339553179e-05
EWMA,4,2024-04-01,2024-04-02,2024-04-30,TLT,0.1466013554365315,0.04201859444734706,0.0487229952382638,0.0487229952382638,0.0487229952382638,0.07506146298653049,0.9249385370134695,1.0,0.06227149030972317,0.06227149030972317,0.09531812339553178,9.531812339553179e-05
EWMA,4,2024-04-01,2024-04-02,2024-04-30,XLE,0.1491856077533522,0.044193425870292576,0.04787899617412419,0.04787899617412419,0.04787899617412419,0.07506146298653049,0.9249385370134695,1.0,0.06227149030972317,0.06227149030972317,0.09531812339553178,9.531812339553179e-05
EWMA,4,2024-04-01,2024-04-02,2024-04-30,XLF,0.1059474072473774,0.06455097679893841,0.0674188951710657,0.0674188951710657,0.0674188951710657,0.07506146298653049,0.9249385370134695,1.0,0.06227149030972317,0.06227149030972317,0.09531812339553178,9.531812339553179e-05
EWMA,4,2024-04-01,2024-04-02,2024-04-30,XLK,0.1694215203538263,0.04013882295355564,0.042160270595729105,0.042160270595729105,0.042160270595729105,0.07506146298653049,0.9249385370134695,1.0,0.06227149030972317,0.06227149030972317,0.09531812339553178,9.531812339553179e-05
EWMA,4,2024-04-01,2024-04-02,2024-04-30,XLV,0.0941519202331086,0.07064244073270547,0.07586523063122137,0.07586523063122137,0.07586523063122137,0.07506146298653049,0.9249385370134695,1.0,0.06227149030972317,0.06227149030972317,0.09531812339553178,9.531812339553179e-05
EWMA,5,2024-04-30,2024-05-01,2024-05-30,DBC,0.1083520877058836,0.06353358964936935,0.06592265358325237,0.06592265358325237,0.06592265358325237,0.1531267653325491,0.8468732346674509,1.0,0.06322195251752868,0.06322195251752868,0.09180713940605842,9.180713940605842e-05
EWMA,5,2024-04-30,2024-05-01,2024-05-30,EEM,0.1362294094602585,0.05918610390765984,0.0524325633588017,0.0524325633588017,0.0524325633588017,0.1531267653325491,0.8468732346674509,1.0,0.06322195251752868,0.06322195251752868,0.09180713940605842,9.180713940605842e-05
EWMA,5,2024-04-30,2024-05-01,2024-05-30,EFA,0.1142450603855333,0.07065661146602364,0.06252224051309298,0.06252224051309298,0.06252224051309298,0.1531267653325491,0.8468732346674509,1.0,0.06322195251752868,0.06322195251752868,0.09180713940605842,9.180713940605842e-05
EWMA,5,2024-04-30,2024-05-01,2024-05-30,GLD,0.1536179517955281,0.06587892626841042,0.04649754185216962,0.04649754185216962,0.04649754185216962,0.1531267653325491,0.8468732346674509,1.0,0.06322195251752868,0.06322195251752868,0.09180713940605842,9.180713940605842e-05
EWMA,5,2024-04-30,2024-05-01,2024-05-30,HYG,0.055263479333913,0.14241209502712746,0.12925094888974634,0.12925094888974634,0.12925094888974634,0.1531267653325491,0.8468732346674509,1.0,0.06322195251752868,0.06322195251752868,0.09180713940605842,9.180713940605842e-05
EWMA,5,2024-04-30,2024-05-01,2024-05-30,IWM,0.1962715711156322,0.034303102651878706,0.036392724133486314,0.036392724133486314,0.036392724133486314,0.1531267653325491,0.8468732346674509,1.0,0.06322195251752868,0.06322195251752868,0.09180713940605842,9.180713940605842e-05
EWMA,5,2024-04-30,2024-05-01,2024-05-30,LQD,0.0765203039086377,0.09523463388257417,0.0933459066156538,0.0933459066156538,0.0933459066156538,0.1531267653325491,0.8468732346674509,1.0,0.06322195251752868,0.06322195251752868,0.09180713940605842,9.180713940605842e-05
EWMA,5,2024-04-30,2024-05-01,2024-05-30,QQQ,0.1709249249237303,0.047398946693535796,0.04178944145240615,0.04178944145240615,0.04178944145240615,0.1531267653325491,0.8468732346674509,1.0,0.06322195251752868,0.06322195251752868,0.09180713940605842,9.180713940605842e-05
EWMA,5,2024-04-30,2024-05-01,2024-05-30,SPY,0.123102397402992,0.06772690543182305,0.05802370460320162,0.05802370460320162,0.05802370460320162,0.1531267653325491,0.8468732346674509,1.0,0.06322195251752868,0.06322195251752868,0.09180713940605842,9.180713940605842e-05
EWMA,5,2024-04-30,2024-05-01,2024-05-30,TLT,0.1407868053409638,0.047494058894561896,0.050735273987915636,0.050735273987915636,0.050735273987915636,0.1531267653325491,0.8468732346674509,1.0,0.06322195251752868,0.06322195251752868,0.09180713940605842,9.180713940605842e-05
EWMA,5,2024-04-30,2024-05-01,2024-05-30,XLE,0.1629041323581216,0.048143548738628084,0.043846997859787774,0.043846997859787774,0.043846997859787774,0.1531267653325491,0.8468732346674509,1.0,0.06322195251752868,0.06322195251752868,0.09180713940605842,9.180713940605842e-05
EWMA,5,2024-04-30,2024-05-01,2024-05-30,XLF,0.1186432826090239,0.06642584791652077,0.060204480066483455,0.060204480066483455,0.060204480066483455,0.1531267653325491,0.8468732346674509,1.0,0.06322195251752868,0.06322195251752868,0.09180713940605842,9.180713940605842e-05
EWMA,5,2024-04-30,2024-05-01,2024-05-30,XLK,0.1885958847094015,0.04051702620157524,0.0378738759536733,0.0378738759536733,0.0378738759536733,0.1531267653325491,0.8468732346674509,1.0,0.06322195251752868,0.06322195251752868,0.09180713940605842,9.180713940605842e-05
EWMA,5,2024-04-30,2024-05-01,2024-05-30,XLV,0.1049881612800894,0.0743291763261323,0.06803488179777997,0.06803488179777997,0.06803488179777997,0.1531267653325491,0.8468732346674509,1.0,0.06322195251752868,0.06322195251752868,0.09180713940605842,9.180713940605842e-05
EWMA,6,2024-05-30,2024-05-31,2024-07-01,DBC,0.1267107987576022,0.06478856089393366,0.05637133703593354,0.05637133703593354,0.05637133703593354,0.12617085984701137,0.8738291401529886,1.0,0.06440602042234349,0.06440602042234349,0.05198791073971904,5.198791073971904e-05
EWMA,6,2024-05-30,2024-05-31,2024-07-01,EEM,0.1299808625432222,0.052960928955252215,0.054953144663753464,0.054953144663753464,0.054953144663753464,0.12617085984701137,0.8738291401529886,1.0,0.06440602042234349,0.06440602042234349,0.05198791073971904,5.198791073971904e-05
EWMA,6,2024-05-30,2024-05-31,2024-07-01,EFA,0.1159814420464403,0.063834237828156,0.061586207386497754,0.061586207386497754,0.061586207386497754,0.12617085984701137,0.8738291401529886,1.0,0.06440602042234349,0.06440602042234349,0.05198791073971904,5.198791073971904e-05
EWMA,6,2024-05-30,2024-05-31,2024-07-01,GLD,0.1593805695104886,0.04663143970687128,0.044816361020639225,0.044816361020639225,0.044816361020639225,0.12617085984701137,0.8738291401529886,1.0,0.06440602042234349,0.06440602042234349,0.05198791073971904,5.198791073971904e-05
EWMA,6,2024-05-30,2024-05-31,2024-07-01,HYG,0.0524431224880043,0.12843093658739452,0.13620198043110385,0.13620198043110385,0.13620198043110385,0.12617085984701137,0.8738291401529886,1.0,0.06440602042234349,0.06440602042234349,0.05198791073971904,5.198791073971904e-05
EWMA,6,2024-05-30,2024-05-31,2024-07-01,IWM,0.1763659910848871,0.03719090347261663,0.040500195638166994,0.040500195638166994,0.040500195638166994,0.12617085984701137,0.8738291401529886,1.0,0.06440602042234349,0.06440602042234349,0.05198791073971904,5.198791073971904e-05
EWMA,6,2024-05-30,2024-05-31,2024-07-01,LQD,0.0721546913931635,0.09319889439045526,0.09899366215755048,0.09899366215755048,0.09899366215755048,0.12617085984701137,0.8738291401529886,1.0,0.06440602042234349,0.06440602042234349,0.05198791073971904,5.198791073971904e-05
EWMA,6,2024-05-30,2024-05-31,2024-07-01,QQQ,0.1494530766690439,0.043603630153321554,0.04779330945909284,0.04779330945909284,0.04779330945909284,0.12617085984701137,0.8738291401529886,1.0,0.06440602042234349,0.06440602042234349,0.05198791073971904,5.198791073971904e-05
EWMA,6,2024-05-30,2024-05-31,2024-07-01,SPY,0.1097511186927968,0.05926751606890548,0.0650823174099085,0.0650823174099085,0.0650823174099085,0.12617085984701137,0.8738291401529886,1.0,0.06440602042234349,0.06440602042234349,0.05198791073971904,5.198791073971904e-05
EWMA,6,2024-05-30,2024-05-31,2024-07-01,TLT,0.1320693629423519,0.05086879743994234,0.05408413415286171,0.05408413415286171,0.05408413415286171,0.12617085984701137,0.8738291401529886,1.0,0.06440602042234349,0.06440602042234349,0.05198791073971904,5.198791073971904e-05
EWMA,6,2024-05-30,2024-05-31,2024-07-01,XLE,0.1565651425992801,0.041832155924608296,0.04562226958230987,0.04562226958230987,0.04562226958230987,0.12617085984701137,0.8738291401529886,1.0,0.06440602042234349,0.06440602042234349,0.05198791073971904,5.198791073971904e-05
EWMA,6,2024-05-30,2024-05-31,2024-07-01,XLF,0.1199764178132164,0.06006272486423957,0.05953550933632141,0.05953550933632141,0.05953550933632141,0.12617085984701137,0.8738291401529886,1.0,0.06440602042234349,0.06440602042234349,0.05198791073971904,5.198791073971904e-05
EWMA,6,2024-05-30,2024-05-31,2024-07-01,XLK,0.1842294875552846,0.03972586258693192,0.03877151935687643,0.03877151935687643,0.03877151935687643,0.12617085984701137,0.8738291401529886,1.0,0.06440602042234349,0.06440602042234349,0.05198791073971904,5.198791073971904e-05
EWMA,6,2024-05-30,2024-05-31,2024-07-01,XLV,0.1027495053198455,0.067368424028369,0.06951719252197255,0.06951719252197255,0.06951719252197255,0.12617085984701137,0.8738291401529886,1.0,0.06440602042234349,0.06440602042234349,0.05198791073971904,5.198791073971904e-05
EWMA,7,2024-07-01,2024-07-02,2024-07-31,DBC,0.1284671482731943,0.05590247682173375,0.05560065151961933,0.05560065151961933,0.05560065151961933,0.06634390408033386,0.9336560959196661,1.0,0.06680097224139656,0.06680097224139656,0.08620953414941698,8.620953414941699e-05
EWMA,7,2024-07-01,2024-07-02,2024-07-31,EEM,0.1189137123212292,0.05515563295606068,0.06006756498831427,0.06006756498831427,0.06006756498831427,0.06634390408033386,0.9336560959196661,1.0,0.06680097224139656,0.06680097224139656,0.08620953414941698,8.620953414941699e-05
EWMA,7,2024-07-01,2024-07-02,2024-07-31,EFA,0.1141158515078697,0.06025407856621836,0.06259303198000109,0.06259303198000109,0.06259303198000109,0.06634390408033386,0.9336560959196661,1.0,0.06680097224139656,0.06680097224139656,0.08620953414941698,8.620953414941699e-05
EWMA,7,2024-07-01,2024-07-02,2024-07-31,GLD,0.1674980976488234,0.043956377499164305,0.04264440756714062,0.04264440756714062,0.04264440756714062,0.06634390408033386,0.9336560959196661,1.0,0.06680097224139656,0.06680097224139656,0.08620953414941698,8.620953414941699e-05
EWMA,7,2024-07-01,2024-07-02,2024-07-31,HYG,0.0443987143708217,0.13529866522846987,0.1608798192488056,0.1608798192488056,0.1608798192488056,0.06634390408033386,0.9336560959196661,1.0,0.06680097224139656,0.06680097224139656,0.08620953414941698,8.620953414941699e-05
EWMA,7,2024-07-01,2024-07-02,2024-07-31,IWM,0.1575769329570062,0.03945779247882773,0.04532933221137146,0.04532933221137146,0.04532933221137146,0.06634390408033386,0.9336560959196661,1.0,0.06680097224139656,0.06680097224139656,0.08620953414941698,8.620953414941699e-05
EWMA,7,2024-07-01,2024-07-02,2024-07-31,LQD,0.0716844386069887,0.09797413700428753,0.09964306454317085,0.09964306454317085,0.09964306454317085,0.06634390408033386,0.9336560959196661,1.0,0.06680097224139656,0.06680097224139656,0.08620953414941698,8.620953414941699e-05
EWMA,7,2024-07-01,2024-07-02,2024-07-31,QQQ,0.1341429990901988,0.050340931551796995,0.05324807996915463,0.05324807996915463,0.05324807996915463,0.06634390408033386,0.9336560959196661,1.0,0.06680097224139656,0.06680097224139656,0.08620953414941698,8.620953414941699e-05
EWMA,7,2024-07-01,2024-07-02,2024-07-31,SPY,0.0903916700583563,0.06713465305150008,0.07902118788430128,0.07902118788430128,0.07902118788430128,0.06634390408033386,0.9336560959196661,1.0,0.06680097224139656,0.06680097224139656,0.08620953414941698,8.620953414941699e-05
EWMA,7,2024-07-01,2024-07-02,2024-07-31,TLT,0.1543346572216341,0.05368637553455008,0.046281614715997066,0.046281614715997066,0.046281614715997066,0.06634390408033386,0.9336560959196661,1.0,0.06680097224139656,0.06680097224139656,0.08620953414941698,8.620953414941699e-05
EWMA,7,2024-07-01,2024-07-02,2024-07-31,XLE,0.1680547446459023,0.045444958854962525,0.0425031566821122,0.0425031566821122,0.0425031566821122,0.06634390408033386,0.9336560959196661,1.0,0.06680097224139656,0.06680097224139656,0.08620953414941698,8.620953414941699e-05
EWMA,7,2024-07-01,2024-07-02,2024-07-31,XLF,0.1097775694770307,0.059125846863517004,0.0650666358973422,0.0650666358973422,0.0650666358973422,0.06634390408033386,0.9336560959196661,1.0,0.06680097224139656,0.06680097224139656,0.08620953414941698,8.620953414941699e-05
EWMA,7,2024-07-01,2024-07-02,2024-07-31,XLK,0.1812006820037581,0.04157404448489847,0.03941959303833636,0.03941959303833636,0.03941959303833636,0.06634390408033386,0.9336560959196661,1.0,0.06680097224139656,0.06680097224139656,0.08620953414941698,8.620953414941699e-05
EWMA,7,2024-07-01,2024-07-02,2024-07-31,XLV,0.0877954354148048,0.07037021021846881,0.08135795567399913,0.08135795567399913,0.08135795567399913,0.06634390408033386,0.9336560959196661,1.0,0.06680097224139656,0.06680097224139656,0.08620953414941698,8.620953414941699e-05
EWMA,8,2024-07-31,2024-08-01,2024-08-29,DBC,0.1321963588450355,0.05220285068022706,0.05403217762775306,0.05403217762775306,0.05403217762775306,0.14116703217180226,0.8588329678281977,1.0,0.05766609973260246,0.05766609973260246,0.1250183341604639,0.0001250183341604639
EWMA,8,2024-07-31,2024-08-01,2024-08-29,EEM,0.1400907688812766,0.05912748291291603,0.05098735055776968,0.05098735055776968,0.05098735055776968,0.14116703217180226,0.8588329678281977,1.0,0.05766609973260246,0.05766609973260246,0.1250183341604639,0.0001250183341604639
EWMA,8,2024-07-31,2024-08-01,2024-08-29,EFA,0.1264706174771364,0.06271545716739875,0.056478392256987614,0.056478392256987614,0.056478392256987614,0.14116703217180226,0.8588329678281977,1.0,0.05766609973260246,0.05766609973260246,0.1250183341604639,0.0001250183341604639
